company,ticker,published_at,period,source_file,question_topic,driver,affected_metric,affected_category,impact_value,impact_unit,impact_direction,time_scope,confidence_hint,quote
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Chris, at the end of the day, the operating margin this company wants to lift in a BAU basis.",comparable_sales_total_pct,,,,neutral,current,low,"Chris, at the end of the day, the operating margin this company wants to lift in a BAU basis."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,Nice to see that comps continue to grow in the double-digit range.,comparable_sales_total_pct,,,,neutral,current,low,Nice to see that comps continue to grow in the double-digit range.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,"I'd say the pro business is on a broad base of strength, whether it's the project business that continues to be strong, ",,pro,,,positive,current,low,"I'd say the pro business is on a broad base of strength, whether it's the project business that continues to be strong, as well as a good balance between ticket and transaction."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,"We have made some enhancements to our Pro My View system in the store, which gives our PAS, our Pro Account Sales associ",comparable_sales_total_pct,pro,,,neutral,current,low,"We have made some enhancements to our Pro My View system in the store, which gives our PAS, our Pro Account Sales associates, a better view into their customers and better insights on where to reach for category expansion and how to get a better engagement with our customers."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,I think the acquisition of Compact Power is another area where we can increase the engagement with our pros.,comparable_sales_total_pct,power,,,positive,current,low,I think the acquisition of Compact Power is another area where we can increase the engagement with our pros.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"We know that the more that we get that multilevel engagement, whether it's online, whether it's delivery, whether it's a",,,,,positive,current,low,"We know that the more that we get that multilevel engagement, whether it's online, whether it's delivery, whether it's any one of our other services, that we do increase the reach into the customer's wallet."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"With regard to the hurricane sales, we've talked a lot about, I know this might be a little near-term in focus.",comparable_sales_total_pct,,,,neutral,current,low,"With regard to the hurricane sales, we've talked a lot about, I know this might be a little near-term in focus."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"The second question I had with regard to online, again, we called it out as growing, but it's still a small portion of t",,,,,neutral,current,low,"The second question I had with regard to online, again, we called it out as growing, but it's still a small portion of the business."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"As online continues to evolve, are there any surprises here with regard to maybe what your customers are buying online?",,,,,neutral,current,low,"As online continues to evolve, are there any surprises here with regard to maybe what your customers are buying online?"
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Then also, how should we think about just the investment needed to continue to support the online initiatives?",,,,,positive,current,low,"Then also, how should we think about just the investment needed to continue to support the online initiatives?"
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,"Unknown speaker: As it relates to any surprise in the online, I think probably the thing I'd say there is, we shared sev",,pro,,,neutral,future,low,"Unknown speaker: As it relates to any surprise in the online, I think probably the thing I'd say there is, we shared several years back our bubble chart, if you will, in terms of how we thought the online business would play out by categories."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Unknown speaker: To build on that a bit, Craig, you mentioned our bubble chart where we took all our key categories and ",,,,,neutral,current,low,"Unknown speaker: To build on that a bit, Craig, you mentioned our bubble chart where we took all our key categories and looked at what is the intensity of inquiry online and then matched against the actual purchase behavior."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,"Some of the most heavily engaged, again, as Craig said, where you're not going to get a lot of purchasing online with pr",,pro,,,neutral,current,low,"Some of the most heavily engaged, again, as Craig said, where you're not going to get a lot of purchasing online with pro commodity, we've seen the highest engagement online is with our pros checking inventory levels and price."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"I'd say the investments that we made in creating the core components of our supply chain, our RDC or rapid deployment ne",comparable_sales_total_pct,,,,positive,current,low,"I'd say the investments that we made in creating the core components of our supply chain, our RDC or rapid deployment network, has been a significant advantage in our ability to flow and point goods where it needs to be."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,That's a key component of what we do as well.,comparable_sales_total_pct,,,,neutral,current,low,That's a key component of what we do as well.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"What effect from the hurricane, if any, was there on your inventory levels?",,,,,neutral,current,low,"What effect from the hurricane, if any, was there on your inventory levels?"
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"In terms of our inventory levels, our inventory turnover, we're very pleased where we are.",,,,,neutral,current,low,"In terms of our inventory levels, our inventory turnover, we're very pleased where we are."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,We worked really hard to drive productivity and inventory.,,pro,,,neutral,current,low,We worked really hard to drive productivity and inventory.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,"One of the desired outcomes was higher inventory productivity, and we're seeing that.",,pro,,,neutral,current,low,"One of the desired outcomes was higher inventory productivity, and we're seeing that."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,Long-winded answer to say we're happy with our inventory level.,,,,,neutral,current,low,Long-winded answer to say we're happy with our inventory level.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,gross_margin,"In the past, you've said that there's always a natural tendency for your gross margin to want to lift, but you reinvest ",gross_margin_pct,,,,neutral,current,low,"In the past, you've said that there's always a natural tendency for your gross margin to want to lift, but you reinvest back in value."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,pro,"Yeah, we think we're in a great spot where we've added a lot to our online collateral to showcase all products, but in p",,appliances,,,neutral,current,low,"Yeah, we think we're in a great spot where we've added a lot to our online collateral to showcase all products, but in particular, appliances."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Now that Interline is integrated and your salespeople are able to access that inventory for The Home Depot customer, how",comparable_sales_total_pct,,,,positive,current,low,"Now that Interline is integrated and your salespeople are able to access that inventory for The Home Depot customer, how much do you think that is contributing to comp, and how much do you think there's room to ramp that business up in a more meaningful way at the store level?"
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"We're seeing that engagement and those sales ramp week over week in a nice fashion, right on target to where we would ex",comparable_sales_total_pct,,,,neutral,future,low,"We're seeing that engagement and those sales ramp week over week in a nice fashion, right on target to where we would expect them to be."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Unknown speaker: Given the size of our company, it's hard to see that all those have been flowing through on the top lin",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: Given the size of our company, it's hard to see that all those have been flowing through on the top line in a measurable way right now."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Unknown speaker: We plan to comp last year's outstanding results, and we're gonna do that.",comparable_sales_total_pct,,,,neutral,future,low,"Unknown speaker: We plan to comp last year's outstanding results, and we're gonna do that."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"If you look at the business in areas not affected by hurricanes, we're actually very pleased with the business, both fro",,,,,positive,current,low,"If you look at the business in areas not affected by hurricanes, we're actually very pleased with the business, both from a transaction standpoint, a ticket growth standpoint, growth in key categories across the business."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,It's really based on their marginal tax bracket.,gross_margin_pct,,,,neutral,current,low,It's really based on their marginal tax bracket.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,If you could talk about how you think the storm impacted your traffic numbers versus your ticket numbers during the quar,,,,,neutral,current,low,If you could talk about how you think the storm impacted your traffic numbers versus your ticket numbers during the quarter.
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,demand,"Unknown speaker: Again, Matt, when we looked at the business across regions and looked at non-storm areas versus storm a",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: Again, Matt, when we looked at the business across regions and looked at non-storm areas versus storm areas, the data around tickets and transactions is actually pretty comparable."
Home Depot,HD,2017-11-14,Q3 2017,call-transcripts/2017-11-14__hd-us-20171114-call-qna__1478098.md,gross_margin,"Obviously, the gross margin ex the impact of the storms looked very clean.",gross_margin_pct,,,,neutral,current,low,"Obviously, the gross margin ex the impact of the storms looked very clean."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,We've become accustomed to you exceeding the goals that you set forth from a sales perspective and from an expense persp,comparable_sales_total_pct,,,,neutral,current,low,We've become accustomed to you exceeding the goals that you set forth from a sales perspective and from an expense perspective.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"As you look at the amount of inventory that continues to come out of the stores and it will continue to evolve more, wha",,,5,,positive,future,high,"As you look at the amount of inventory that continues to come out of the stores and it will continue to evolve more, what businesses do you think, as you look out the next 5 to 10 years, could you get into that you're not into today, the way you've gotten into Halloween or the way you got into cleaning supplies are now automotive?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"Something like the decor we mentioned, that again, is the customer taking us to project completion.",comparable_sales_total_pct,pro,,,neutral,current,low,"Something like the decor we mentioned, that again, is the customer taking us to project completion."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Don't see any pressure going forward to demand because of pricing and building materials.,,building materials,,,negative,current,low,Don't see any pressure going forward to demand because of pricing and building materials.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"When you look at what's happened in terms of growth per box over the last three years, there's an opportunity in some ca",comparable_sales_total_pct,pro,,,positive,future,low,"When you look at what's happened in terms of growth per box over the last three years, there's an opportunity in some categories to actually add more space for holding capacity and really improve the sales opportunity that exists within the category as well."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Carol, you had mentioned investing cost out in lower margin categories in supply chain.",gross_margin_pct,,,,positive,current,low,"Carol, you had mentioned investing cost out in lower margin categories in supply chain."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,gross_margin,Is any of that contemplated in that 40 basis point decline in gross margins?,gross_margin_pct,,40,,negative,current,high,Is any of that contemplated in that 40 basis point decline in gross margins?
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,guidance,"Question two, real simply, your sales guidance is about 50 to 150 basis points higher than your base comp, can that be c",comparable_sales_total_pct,,50,,neutral,current,high,"Question two, real simply, your sales guidance is about 50 to 150 basis points higher than your base comp, can that be considered what you guys would anticipate for share gains?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,gross_margin,"To your first question, we are investing 40 basis points of gross margin over the next 3 years.",gross_margin_pct,,40,basis points,neutral,future,high,"To your first question, we are investing 40 basis points of gross margin over the next 3 years."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"We still have $1 billion of sales that have not recovered from the last recession, and those billion dollars are in very",comparable_sales_total_pct,,1,billion,neutral,current,high,"We still have $1 billion of sales that have not recovered from the last recession, and those billion dollars are in very low margin categories."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"We love our appliances and we don't like, oh, well, the margin's great, but it puts pressure on the overall sales perfor",comparable_sales_total_pct,appliances,,,negative,current,low,"We love our appliances and we don't like, oh, well, the margin's great, but it puts pressure on the overall sales performance."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,guidance,The second question was on our sales growth guidance.,comparable_sales_total_pct,,,,positive,current,low,The second question was on our sales growth guidance.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,gross_margin,Another follow-up question on the gross margin.,gross_margin_pct,,,,positive,current,low,Another follow-up question on the gross margin.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Related to that, is there any contemplation regarding incremental pricing competition from some of the e-commerce player",comparable_sales_total_pct,,,,neutral,current,low,"Related to that, is there any contemplation regarding incremental pricing competition from some of the e-commerce players out there?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Unknown speaker: The expectation for incremental price competition from e-commerce players?,comparable_sales_total_pct,,,,neutral,future,low,Unknown speaker: The expectation for incremental price competition from e-commerce players?
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"The clarification was on, Carol, you said included in the sales forecast is not a lot of the One Home Depot.",comparable_sales_total_pct,,,,neutral,current,low,"The clarification was on, Carol, you said included in the sales forecast is not a lot of the One Home Depot."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"When we built our sales forecast 4.5% to 6%, that included lifts from known pilots as well as what we should be able to ",comparable_sales_total_pct,,4.5,%,positive,current,high,"When we built our sales forecast 4.5% to 6%, that included lifts from known pilots as well as what we should be able to do based on all the great activity underway, but did not include any sales benefit from One Home Depot supply chain."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,gross_margin,The only thing included in One Home Depot supply chain is the gross margin pressure that comes along with that over the ,gross_margin_pct,,,,negative,future,low,The only thing included in One Home Depot supply chain is the gross margin pressure that comes along with that over the next three years.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,We have a lot of these product categories today in store and online.,,pro,,,neutral,current,low,We have a lot of these product categories today in store and online.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"We'll certainly onboard new vendors and product categories, but it's really bringing that decor experience to life onlin",,pro,,,neutral,current,low,"We'll certainly onboard new vendors and product categories, but it's really bringing that decor experience to life online."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"That's why we're targeting an inventory turn of 5.4 times by 2020, to make sure that we don't put a turn target out that",,,5.4,times,neutral,current,high,"That's why we're targeting an inventory turn of 5.4 times by 2020, to make sure that we don't put a turn target out that's too aggressive, given that we have so much change underway."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Unknown speaker: 80% of our sales come from our top 40 markets, hence our focus on those markets.",comparable_sales_total_pct,,80,%,neutral,current,high,"Unknown speaker: 80% of our sales come from our top 40 markets, hence our focus on those markets."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Does the path you're on now change your view on acquisitions doing Interline-type transactions?,,,,,neutral,current,low,Does the path you're on now change your view on acquisitions doing Interline-type transactions?
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"What will this new evolving supply chain enable you to do in terms of changing the value proposition to consumers, and a",,pro,,,positive,future,low,"What will this new evolving supply chain enable you to do in terms of changing the value proposition to consumers, and are you thinking about evolving your pricing structure as you roll these out?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"In terms of the economics of delivery and with the customer, on 90% of our online deliveries, it is free because the cus",,,90,%,neutral,current,high,"In terms of the economics of delivery and with the customer, on 90% of our online deliveries, it is free because the customer meets the threshold there for free shipping."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Unknown speaker: We will continue to follow the customer and make sure that we are competitive with our offerings and de,comparable_sales_total_pct,,,,neutral,future,low,Unknown speaker: We will continue to follow the customer and make sure that we are competitive with our offerings and delivery.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Unknown speaker: I think, let me add to what Mark said as well, because in some of these urban stores, the delivery comp",comparable_sales_total_pct,,,,positive,current,low,"Unknown speaker: I think, let me add to what Mark said as well, because in some of these urban stores, the delivery component and the queue that it takes up drives a ton of inefficiencies in the stores."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,Relieving the volume in those stores with this high-queue product give us the ability to really lean into some of the ot,,pro,,,positive,current,low,"Relieving the volume in those stores with this high-queue product give us the ability to really lean into some of the other areas that Mark talked about, whether it be the buy online, pick up in store, or courier delivery, et cetera."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,It should be a really great complement for the store and drive productivity and efficiency both at the store and in the ,comparable_sales_total_pct,pro,,,neutral,current,low,It should be a really great complement for the store and drive productivity and efficiency both at the store and in the DC as well.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"We modeled 0% comps for the next three years, but kept the investing plan together to see what would happen to the busin",comparable_sales_total_pct,,0,%,neutral,future,high,"We modeled 0% comps for the next three years, but kept the investing plan together to see what would happen to the business."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"In that case, with a 0% comp and all the investing still happening, our operating margin falls to 12.3%.",comparable_sales_total_pct,,0,%,neutral,current,high,"In that case, with a 0% comp and all the investing still happening, our operating margin falls to 12.3%."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,that would kill for a 12.3% operating margin.,gross_margin_pct,,12.3,%,neutral,current,high,that would kill for a 12.3% operating margin.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Unknown speaker: In terms of putting our company at risk, we are at not risk in terms of investing to make the best cust",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: In terms of putting our company at risk, we are at not risk in terms of investing to make the best customer experience possible."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,I see that same sort of mix online for decor as what we've done in the store from an assortment perspective.,,,,,neutral,current,low,I see that same sort of mix online for decor as what we've done in the store from an assortment perspective.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Finally, on the supply chain, is the build-out being done completely in-house, or are you using some type of outside con",comparable_sales_total_pct,,,,positive,current,low,"Finally, on the supply chain, is the build-out being done completely in-house, or are you using some type of outside consultants?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"First, around competition, and second, around credit.",comparable_sales_total_pct,,,,neutral,current,low,"First, around competition, and second, around credit."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,I'm just curious if you can discuss what you're seeing on the competitive landscape.,comparable_sales_total_pct,landscape,,,neutral,current,low,I'm just curious if you can discuss what you're seeing on the competitive landscape.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Are you seeing threats to that moat, and who or what channel are you most concerned about on the competitive landscape?",comparable_sales_total_pct,landscape,,,neutral,current,low,"Are you seeing threats to that moat, and who or what channel are you most concerned about on the competitive landscape?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Is there anything built into sales for greater credit extension?,comparable_sales_total_pct,,,,neutral,current,low,Is there anything built into sales for greater credit extension?
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Unknown speaker: I'll start on the competitive front.,comparable_sales_total_pct,,,,neutral,current,low,Unknown speaker: I'll start on the competitive front.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,We wake up sufficiently paranoid every single day of our lives to make sure that we are driving a competitive value prop,comparable_sales_total_pct,pro,,,positive,current,low,We wake up sufficiently paranoid every single day of our lives to make sure that we are driving a competitive value proposition in the market for the customer.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Look, when it comes to competition overall, nobody's sitting still.",comparable_sales_total_pct,,,,neutral,current,low,"Look, when it comes to competition overall, nobody's sitting still."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,It makes up 23% of all tender in our stores and online.,,,23,%,positive,current,high,It makes up 23% of all tender in our stores and online.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,We will continue to promote our private label card inside of our stores and online because it's a great value prop.,,pro,,,neutral,future,low,We will continue to promote our private label card inside of our stores and online because it's a great value prop.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Perhaps the easiest way to get our arms around how we're spending our money is to go back to the pie chart, where you ca",comparable_sales_total_pct,,,,neutral,current,low,"Perhaps the easiest way to get our arms around how we're spending our money is to go back to the pie chart, where you can see BAU investment compared to now the total investment."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"The next piece of the pie that grows from our base case is online and IT, that's up about $1.2 billion.",,,1.2,billion,positive,current,high,"The next piece of the pie that grows from our base case is online and IT, that's up about $1.2 billion."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"I'll just close this out by reminding everyone that because we're stepping up our capital expenditures, our depreciation",,,,,positive,current,low,"I'll just close this out by reminding everyone that because we're stepping up our capital expenditures, our depreciation expense is also increasing."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Just my follow-up for Mark on the appliance side, if you're going to increase, I think, the number of appliance service ",,,3,,positive,current,high,"Just my follow-up for Mark on the appliance side, if you're going to increase, I think, the number of appliance service centers and appliance delivery centers, what other ramifications does that have for inventory, and does it have an impact on who does the Do you do still 3PL, or what do you do on that for the home delivery and appliance?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,We don't plan to change our inventory model for appliances.,,appliances,,,neutral,current,low,We don't plan to change our inventory model for appliances.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,We really like the process of taking appliances directly from the manufacturer to our delivery hubs and straight to the ,,appliances,,,neutral,current,low,We really like the process of taking appliances directly from the manufacturer to our delivery hubs and straight to the customer without ever owning that inventory.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"Then for Bill, the notion of as your competition gets deeper into MRO, maybe closer to Fastenal and Grainger's kind of b",comparable_sales_total_pct,pro,,,positive,current,low,"Then for Bill, the notion of as your competition gets deeper into MRO, maybe closer to Fastenal and Grainger's kind of business, are there investments you're making to where the quality of that advice for a professional is getting stronger and better going forward to lock in that differentiation?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"Unknown speaker: That comes in very handy when we're thinking about complex projects, which is where our customers engag",comparable_sales_total_pct,plumbing,,,neutral,current,low,"Unknown speaker: That comes in very handy when we're thinking about complex projects, which is where our customers engage, and if you have something that happened in plumbing last night."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Unknown speaker: On the MRO side, I think the biggest move that we made was to align our sales teams by end market and b",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: On the MRO side, I think the biggest move that we made was to align our sales teams by end market and by customers."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"You have some high-touch, very complex customers that need that level of expertise.",comparable_sales_total_pct,,,,neutral,current,low,"You have some high-touch, very complex customers that need that level of expertise."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Unknown speaker: You also have some more simplified businesses that could be supported with inside sales teams, which is",comparable_sales_total_pct,,,,positive,current,low,"Unknown speaker: You also have some more simplified businesses that could be supported with inside sales teams, which is a lower cost to serve, but really the way that they preferred to be engaged and managed."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,Then I think the B2B website that we're building out will go a long way to helping us serve some of those simpler accoun,,,,,neutral,future,low,Then I think the B2B website that we're building out will go a long way to helping us serve some of those simpler accounts that really primarily want to transact online.
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"You have this irrational competitive set, Amazon's pushing more towards decor and home furniture.",comparable_sales_total_pct,,,,neutral,current,low,"You have this irrational competitive set, Amazon's pushing more towards decor and home furniture."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"Unknown speaker: Do you think it's a leverage or as you think about the plan, are you leveraging advertising or is it mo",comparable_sales_total_pct,,,,neutral,current,low,"Unknown speaker: Do you think it's a leverage or as you think about the plan, are you leveraging advertising or is it more growing in line with sales?"
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,pro,"Unknown speaker: No, I think you can probably think of it as maybe slightly under sales growth.",comparable_sales_total_pct,pro,,,positive,current,low,"Unknown speaker: No, I think you can probably think of it as maybe slightly under sales growth."
Home Depot,HD,2017-12-06,FY 2017,call-transcripts/2017-12-06__hd-us-20171206-call-qna__1477919.md,demand,"There'll be an increase, but not at the rate of sales growth at all.",comparable_sales_total_pct,,,,positive,current,low,"There'll be an increase, but not at the rate of sales growth at all."
